mth,country,category_group,mwh
2019-11-01,latvia,renewable_ex_nuclear,258349
2019-11-01,lithuania,fossil,38967
2019-11-01,lithuania,other,9705
2019-11-01,lithuania,renewable_ex_nuclear,174888
2019-11-01,luxembourg,fossil,28997.75
2019-11-01,luxembourg,renewable_ex_nuclear,52935
2019-11-01,montenegro,fossil,92512
2019-11-01,montenegro,renewable_ex_nuclear,213842
2019-11-01,netherlands,fossil,6941715.25
2019-11-01,netherlands,nuclear,289565.75
2019-11-01,netherlands,other,1958307.5
2019-11-01,netherlands,renewable_ex_nuclear,560112.5
2019-11-01,north_macedonia,fossil,225504
2019-11-01,north_macedonia,renewable_ex_nuclear,59915
2019-11-01,norway,fossil,208241
2019-11-01,norway,other,738
2019-11-01,norway,renewable_ex_nuclear,10532725
2019-11-01,poland,fossil,8760448
2019-11-01,poland,renewable_ex_nuclear,1319768
2019-11-01,portugal,fossil,1345158
2019-11-01,portugal,other,11886
2019-11-01,portugal,renewable_ex_nuclear,2915034
2019-11-01,romania,fossil,1736171
2019-11-01,romania,nuclear,830351
2019-11-01,romania,renewable_ex_nuclear,1535862
2019-11-01,serbia,fossil,1678351
2019-11-01,serbia,other,18012
2019-11-01,serbia,renewable_ex_nuclear,609064
2019-11-01,slovakia,fossil,366147
2019-11-01,slovakia,nuclear,1156504
2019-11-01,slovakia,other,85224
2019-11-01,slovakia,renewable_ex_nuclear,434034
2019-11-01,slovenia,fossil,311050
2019-11-01,slovenia,nuclear,413900
2019-11-01,slovenia,renewable_ex_nuclear,533319
2019-11-01,spain,fossil,5825257
2019-11-01,spain,nuclear,2867372
2019-11-01,spain,other,17579
2019-11-01,spain,renewable_ex_nuclear,9460044
2019-11-01,sweden,nuclear,4660922
2019-11-01,sweden,other,723467
2019-11-01,sweden,renewable_ex_nuclear,6497119
2019-11-01,switzerland,nuclear,2008587
2019-11-01,switzerland,renewable_ex_nuclear,1376404
2019-12-01,austria,fossil,1253587.25
2019-12-01,austria,other,14256
2019-12-01,austria,renewable_ex_nuclear,3215964.25
2019-12-01,belgium,fossil,1714727
2019-12-01,belgium,nuclear,3235161
2019-12-01,belgium,other,480483
2019-12-01,belgium,renewable_ex_nuclear,1414776
2019-12-01,bosnia_herzegovina,fossil,792225
2019-12-01,bosnia_herzegovina,renewable_ex_nuclear,664165
2019-12-01,bulgaria,fossil,1692644
2019-12-01,bulgaria,nuclear,1402122
2019-12-01,bulgaria,renewable_ex_nuclear,427181
2019-12-01,croatia,fossil,241275
2019-12-01,croatia,renewable_ex_nuclear,1039411
2019-12-01,czech_republic,fossil,3264286
2019-12-01,czech_republic,nuclear,2249817
2019-12-01,czech_republic,other,75580
2019-12-01,czech_republic,renewable_ex_nuclear,809825
2019-12-01,denmark,fossil,774001
2019-12-01,denmark,renewable_ex_nuclear,2048023
2019-12-01,estonia,fossil,245017
2019-12-01,estonia,renewable_ex_nuclear,129529
2019-12-01,finland,fossil,1112703
2019-12-01,finland,nuclear,1812734
2019-12-01,finland,other,55359
2019-12-01,finland,renewable_ex_nuclear,1914050
2019-12-01,france,fossil,3866688
2019-12-01,france,nuclear,28581473
2019-12-01,france,renewable_ex_nuclear,11520945
2019-12-01,germany,fossil,14725497.25
2019-12-01,germany,nuclear,5668168
2019-12-01,germany,other,287541
2019-12-01,germany,renewable_ex_nuclear,19890638
2019-12-01,greece,fossil,1838009
2019-12-01,greece,renewable_ex_nuclear,916179
2019-12-01,hungary,fossil,883130.75
2019-12-01,hungary,nuclear,1249381.5
2019-12-01,hungary,other,46170.75
2019-12-01,hungary,renewable_ex_nuclear,218330
2019-12-01,ireland,fossil,884862.5
2019-12-01,ireland,other,1045
2019-12-01,ireland,renewable_ex_nuclear,1094118
2019-12-01,italy,fossil,8656961
2019-12-01,italy,other,1597083
2019-12-01,italy,renewable_ex_nuclear,7541975
2019-12-01,latvia,fossil,137091
2019-12-01,latvia,other,45903
2019-12-01,latvia,renewable_ex_nuclear,282866
2019-12-01,lithuania,fossil,42580
2019-12-01,lithuania,other,9063
2019-12-01,lithuania,renewable_ex_nuclear,235799
2019-12-01,luxembourg,fossil,37972.75
2019-12-01,luxembourg,renewable_ex_nuclear,65435.75
2019-12-01,montenegro,fossil,96991
2019-12-01,montenegro,renewable_ex_nuclear,302011
2019-12-01,netherlands,fossil,5993605.25
2019-12-01,netherlands,nuclear,313730
2019-12-01,netherlands,other,2044885
2019-12-01,netherlands,renewable_ex_nuclear,825240
2019-12-01,north_macedonia,fossil,269997
2019-12-01,north_macedonia,renewable_ex_nuclear,96101
2019-12-01,norway,fossil,229982
2019-12-01,norway,other,8828
2019-12-01,norway,renewable_ex_nuclear,10440117
2019-12-01,poland,fossil,9219685
2019-12-01,poland,renewable_ex_nuclear,1793574
2019-12-01,portugal,fossil,1097474
2019-12-01,portugal,other,15850
2019-12-01,portugal,renewable_ex_nuclear,3853499
2019-12-01,romania,fossil,1923390
2019-12-01,romania,nuclear,919353
2019-12-01,romania,renewable_ex_nuclear,1677054
2019-12-01,serbia,fossil,1952137
2019-12-01,serbia,other,54044
2019-12-01,serbia,renewable_ex_nuclear,818723
2019-12-01,slovakia,fossil,375494
2019-12-01,slovakia,nuclear,1255709
2019-12-01,slovakia,other,108133
2019-12-01,slovakia,renewable_ex_nuclear,436885
2019-12-01,slovenia,fossil,339959
2019-12-01,slovenia,nuclear,447550
2019-12-01,slovenia,renewable_ex_nuclear,475029
2019-12-01,spain,fossil,4937558
2019-12-01,spain,nuclear,3760306
2019-12-01,spain,other,30370
2019-12-01,spain,renewable_ex_nuclear,9988684
2019-12-01,sweden,nuclear,5049881
2019-12-01,sweden,other,837295
2019-12-01,sweden,renewable_ex_nuclear,7536220
2019-12-01,switzerland,nuclear,1983683
2019-12-01,switzerland,renewable_ex_nuclear,1341791
2020-01-01,austria,fossil,1692206
2020-01-01,austria,other,13728
2020-01-01,austria,renewable_ex_nuclear,2558263.5
2020-01-01,belgium,fossil,2092021
2020-01-01,belgium,nuclear,2568142
2020-01-01,belgium,other,449753
2020-01-01,belgium,renewable_ex_nuclear,1384486
2020-01-01,bosnia_herzegovina,fossil,944574
2020-01-01,bosnia_herzegovina,renewable_ex_nuclear,446018
2020-01-01,bulgaria,fossil,1606414
2020-01-01,bulgaria,nuclear,1348713
2020-01-01,bulgaria,renewable_ex_nuclear,355138
2020-01-01,croatia,fossil,310668
2020-01-01,croatia,renewable_ex_nuclear,660864
2020-01-01,czech_republic,fossil,3491695
2020-01-01,czech_republic,nuclear,2025480
2020-01-01,czech_republic,other,72516
2020-01-01,czech_republic,renewable_ex_nuclear,726172
2020-01-01,denmark,fossil,705921
2020-01-01,denmark,renewable_ex_nuclear,2274665
2020-01-01,estonia,fossil,177249
2020-01-01,estonia,renewable_ex_nuclear,141945
2020-01-01,finland,fossil,1033404
2020-01-01,finland,nuclear,1746525
2020-01-01,finland,other,53976
2020-01-01,finland,renewable_ex_nuclear,2064611
2020-01-01,france,fossil,4706236
2020-01-01,france,nuclear,31234121
2020-01-01,france,renewable_ex_nuclear,9436156
2020-01-01,germany,fossil,16125234.25
2020-01-01,germany,nuclear,4893216
2020-01-01,germany,other,280559.5
2020-01-01,germany,renewable_ex_nuclear,19640477.5
2020-01-01,greece,fossil,2343975
2020-01-01,greece,renewable_ex_nuclear,872118
2020-01-01,hungary,fossil,1025778.5
2020-01-01,hungary,nuclear,1207253.5
2020-01-01,hungary,other,44533.75
2020-01-01,hungary,renewable_ex_nuclear,168577.75
2020-01-01,ireland,fossil,827040.5
2020-01-01,ireland,other,1383
2020-01-01,ireland,renewable_ex_nuclear,1085899.5
2020-01-01,italy,fossil,11000028
2020-01-01,italy,other,1453892
2020-01-01,italy,renewable_ex_nuclear,6020555
2020-01-01,latvia,fossil,90163
2020-01-01,latvia,other,46334
2020-01-01,latvia,renewable_ex_nuclear,382754
2020-01-01,lithuania,fossil,41102
2020-01-01,lithuania,other,9751
2020-01-01,lithuania,renewable_ex_nuclear,263045
2020-01-01,luxembourg,fossil,30048.25
2020-01-01,luxembourg,renewable_ex_nuclear,60808
2020-01-01,montenegro,fossil,128121
2020-01-01,montenegro,renewable_ex_nuclear,176348
2020-01-01,netherlands,fossil,7023432.25
2020-01-01,netherlands,nuclear,302506.25
2020-01-01,netherlands,other,1957018
2020-01-01,netherlands,renewable_ex_nuclear,812851.75
2020-01-01,north_macedonia,fossil,340213
2020-01-01,north_macedonia,renewable_ex_nuclear,91709
2020-01-01,norway,fossil,222981
2020-01-01,norway,other,22422
2020-01-01,norway,renewable_ex_nuclear,10797082
2020-01-01,poland,fossil,9227976
2020-01-01,poland,renewable_ex_nuclear,1872754
2020-01-01,portugal,fossil,1440281
2020-01-01,portugal,other,18798
2020-01-01,portugal,renewable_ex_nuclear,3376140
2020-01-01,republic_of_moldova,fossil,193103
2020-01-01,republic_of_moldova,renewable_ex_nuclear,7079
2020-01-01,romania,fossil,2059371
2020-01-01,romania,nuclear,883665
2020-01-01,romania,renewable_ex_nuclear,1534979
2020-01-01,serbia,fossil,2071928
2020-01-01,serbia,other,58459
2020-01-01,serbia,renewable_ex_nuclear,639279
2020-01-01,slovakia,fossil,441410
2020-01-01,slovakia,nuclear,1212120
2020-01-01,slovakia,other,103767
2020-01-01,slovakia,renewable_ex_nuclear,383004
2020-01-01,slovenia,fossil,292627
2020-01-01,slovenia,nuclear,434711
2020-01-01,slovenia,renewable_ex_nuclear,289045
2020-01-01,spain,fossil,5586710
2020-01-01,spain,nuclear,4429483
2020-01-01,spain,other,22929
2020-01-01,spain,renewable_ex_nuclear,8447637
2020-01-01,sweden,nuclear,4855359
2020-01-01,sweden,other,771993
2020-01-01,sweden,renewable_ex_nuclear,7996579
2020-01-01,switzerland,nuclear,1873212
2020-01-01,switzerland,renewable_ex_nuclear,1807454
2020-02-01,austria,fossil,991510
2020-02-01,austria,other,13200
2020-02-01,austria,renewable_ex_nuclear,3621009.75
2020-02-01,belgium,fossil,1597134
2020-02-01,belgium,nuclear,2465369
2020-02-01,belgium,other,390981
2020-02-01,belgium,renewable_ex_nuclear,1688950
2020-02-01,bosnia_herzegovina,fossil,809466
2020-02-01,bosnia_herzegovina,renewable_ex_nuclear,319887
2020-02-01,bulgaria,fossil,1555250
2020-02-01,bulgaria,nuclear,1296297
2020-02-01,bulgaria,renewable_ex_nuclear,388672
2020-02-01,croatia,fossil,360873
2020-02-01,croatia,renewable_ex_nuclear,523750
2020-02-01,czech_republic,fossil,2949947
2020-02-01,czech_republic,nuclear,1966007
2020-02-01,czech_republic,other,70169
2020-02-01,czech_republic,renewable_ex_nuclear,834750
2020-02-01,denmark,fossil,673879
2020-02-01,denmark,renewable_ex_nuclear,2207332
2020-02-01,estonia,fossil,148734
2020-02-01,estonia,renewable_ex_nuclear,143649
2020-02-01,finland,fossil,987831
2020-02-01,finland,nuclear,1679234
2020-02-01,finland,other,66045
2020-02-01,finland,renewable_ex_nuclear,2082176
2020-02-01,france,fossil,3203448
2020-02-01,france,nuclear,28331694
2020-02-01,france,renewable_ex_nuclear,11605478
2020-02-01,germany,fossil,9914733
2020-02-01,germany,nuclear,4410818
2020-02-01,germany,other,235356
2020-02-01,germany,renewable_ex_nuclear,25579353.25
2020-02-01,greece,fossil,1749515
2020-02-01,greece,renewable_ex_nuclear,875229
2020-02-01,hungary,fossil,991760
2020-02-01,hungary,nuclear,876154.75
2020-02-01,hungary,other,40962.5
2020-02-01,hungary,renewable_ex_nuclear,262622.75
2020-02-01,ireland,fossil,633063.5
2020-02-01,ireland,other,752.5
2020-02-01,ireland,renewable_ex_nuclear,1371321.5
2020-02-01,italy,fossil,9194994
2020-02-01,italy,other,1357595
2020-02-01,italy,renewable_ex_nuclear,6264651
2020-02-01,latvia,fossil,94427
2020-02-01,latvia,other,45622
2020-02-01,latvia,renewable_ex_nuclear,364506
2020-02-01,lithuania,fossil,55228
2020-02-01,lithuania,other,9536
2020-02-01,lithuania,renewable_ex_nuclear,293762
2020-02-01,luxembourg,fossil,28012.5
2020-02-01,luxembourg,renewable_ex_nuclear,82604
2020-02-01,montenegro,fossil,124621
2020-02-01,montenegro,renewable_ex_nuclear,123225
2020-02-01,netherlands,fossil,5343237.25
2020-02-01,netherlands,nuclear,283890
2020-02-01,netherlands,other,1930664
2020-02-01,netherlands,renewable_ex_nuclear,1025845
2020-02-01,north_macedonia,fossil,302429
2020-02-01,north_macedonia,renewable_ex_nuclear,47187
2020-02-01,norway,fossil,213363
2020-02-01,norway,other,31820
2020-02-01,norway,renewable_ex_nuclear,10717070
2020-02-01,poland,fossil,8277041
2020-02-01,poland,renewable_ex_nuclear,2354406
2020-02-01,portugal,fossil,1048603
2020-02-01,portugal,other,13741
2020-02-01,portugal,renewable_ex_nuclear,2587815
2020-02-01,republic_of_moldova,fossil,356007
2020-02-01,republic_of_moldova,renewable_ex_nuclear,12405
2020-02-01,romania,fossil,1600342
2020-02-01,romania,nuclear,850521
2020-02-01,romania,renewable_ex_nuclear,1706470
2020-02-01,serbia,fossil,1950858
2020-02-01,serbia,other,46462
2020-02-01,serbia,renewable_ex_nuclear,685479
2020-02-01,slovakia,fossil,365095
2020-02-01,slovakia,nuclear,1159781
2020-02-01,slovakia,other,113905
2020-02-01,slovakia,renewable_ex_nuclear,593318
2020-02-01,slovenia,fossil,290605
2020-02-01,slovenia,nuclear,416663
2020-02-01,slovenia,renewable_ex_nuclear,213907
2020-02-01,spain,fossil,4707125
2020-02-01,spain,nuclear,4194761
2020-02-01,spain,other,30818
2020-02-01,spain,renewable_ex_nuclear,8045282
2020-02-01,sweden,nuclear,4022746
2020-02-01,sweden,other,652567
2020-02-01,sweden,renewable_ex_nuclear,8216351
2020-02-01,switzerland,nuclear,1797942
2020-02-01,switzerland,renewable_ex_nuclear,1266869
2020-03-01,austria,fossil,975701.5
2020-03-01,austria,other,14256
2020-03-01,austria,renewable_ex_nuclear,3685321
2020-03-01,belgium,fossil,1715512
2020-03-01,belgium,nuclear,2662962
2020-03-01,belgium,other,367704
2020-03-01,belgium,renewable_ex_nuclear,1726829
2020-03-01,bosnia_herzegovina,fossil,780756
2020-03-01,bosnia_herzegovina,renewable_ex_nuclear,448880
2020-03-01,bulgaria,fossil,1313215
2020-03-01,bulgaria,nuclear,1286334
2020-03-01,bulgaria,renewable_ex_nuclear,543193
2020-03-01,croatia,fossil,223624
2020-03-01,croatia,renewable_ex_nuclear,692964
2020-03-01,czech_republic,fossil,2859124
2020-03-01,czech_republic,nuclear,1858395
2020-03-01,czech_republic,other,75492
2020-03-01,czech_republic,renewable_ex_nuclear,976578
2020-03-01,denmark,fossil,682930
2020-03-01,denmark,renewable_ex_nuclear,1810015
2020-03-01,estonia,fossil,184282
2020-03-01,estonia,renewable_ex_nuclear,136647
2020-03-01,finland,fossil,948983
2020-03-01,finland,nuclear,1762955
2020-03-01,finland,other,53783
2020-03-01,finland,renewable_ex_nuclear,2497689
2020-03-01,france,fossil,3275623
2020-03-01,france,nuclear,26555619
2020-03-01,france,renewable_ex_nuclear,11654245
2020-03-01,germany,fossil,12184897.25
2020-03-01,germany,nuclear,4709174.5
2020-03-01,germany,other,267329.5
2020-03-01,germany,renewable_ex_nuclear,22186694.5
2020-03-01,greece,fossil,1451653
2020-03-01,greece,renewable_ex_nuclear,987097
2020-03-01,hungary,fossil,845597.75
2020-03-01,hungary,nuclear,1186044.5
2020-03-01,hungary,other,39198
2020-03-01,hungary,renewable_ex_nuclear,279217.5
2020-03-01,ireland,fossil,869077
2020-03-01,ireland,other,1764
2020-03-01,ireland,renewable_ex_nuclear,1162613.5
2020-03-01,italy,fossil,7760030
2020-03-01,italy,other,1430134
2020-03-01,italy,renewable_ex_nuclear,6402351
2020-03-01,latvia,fossil,61316
2020-03-01,latvia,other,50330
2020-03-01,latvia,renewable_ex_nuclear,472993
2020-03-01,lithuania,fossil,51003
2020-03-01,lithuania,other,10661
2020-03-01,lithuania,renewable_ex_nuclear,240036
2020-03-01,luxembourg,fossil,27857.75
2020-03-01,luxembourg,renewable_ex_nuclear,74062.25
2020-03-01,montenegro,fossil,134383
2020-03-01,montenegro,renewable_ex_nuclear,162452
2020-03-01,netherlands,fossil,5099399.5
2020-03-01,netherlands,nuclear,313656.75
2020-03-01,netherlands,other,1983880.5
2020-03-01,netherlands,renewable_ex_nuclear,830971.25
2020-03-01,north_macedonia,fossil,212057
2020-03-01,north_macedonia,renewable_ex_nuclear,98951
2020-03-01,norway,fossil,226611
2020-03-01,norway,other,35678
2020-03-01,norway,renewable_ex_nuclear,12022142
2020-03-01,poland,fossil,8734403
2020-03-01,poland,renewable_ex_nuclear,1678438
2020-03-01,portugal,fossil,943697
2020-03-01,portugal,other,21469
2020-03-01,portugal,renewable_ex_nuclear,2794609
2020-03-01,republic_of_moldova,fossil,355634
2020-03-01,republic_of_moldova,renewable_ex_nuclear,17011
2020-03-01,romania,fossil,1453946
2020-03-01,romania,nuclear,918820
2020-03-01,romania,renewable_ex_nuclear,1993439
2020-03-01,serbia,fossil,2003745
2020-03-01,serbia,other,12960
2020-03-01,serbia,renewable_ex_nuclear,907410
2020-03-01,slovakia,fossil,352524
2020-03-01,slovakia,nuclear,1195788
2020-03-01,slovakia,other,108650
2020-03-01,slovakia,renewable_ex_nuclear,584168
2020-03-01,slovenia,fossil,242186
2020-03-01,slovenia,nuclear,451418
2020-03-01,slovenia,renewable_ex_nuclear,318695
2020-03-01,spain,fossil,3643336
2020-03-01,spain,nuclear,4493340
2020-03-01,spain,other,36975
2020-03-01,spain,renewable_ex_nuclear,9690824
2020-03-01,sweden,nuclear,4541470
2020-03-01,sweden,other,622435
2020-03-01,sweden,renewable_ex_nuclear,8759315
2020-03-01,switzerland,nuclear,1943255
2020-03-01,switzerland,renewable_ex_nuclear,1456064
2020-04-01,austria,fossil,424371.5
2020-04-01,austria,other,13728
2020-04-01,austria,renewable_ex_nuclear,3388230
2020-04-01,belgium,fossil,1154279
2020-04-01,belgium,nuclear,2559247
2020-04-01,belgium,other,328015
2020-04-01,belgium,renewable_ex_nuclear,1376367
2020-04-01,bosnia_herzegovina,fossil,722048
2020-04-01,bosnia_herzegovina,renewable_ex_nuclear,191741
2020-04-01,bulgaria,fossil,1112764
2020-04-01,bulgaria,nuclear,848675
2020-04-01,bulgaria,renewable_ex_nuclear,650993
2020-04-01,croatia,fossil,68182
2020-04-01,croatia,renewable_ex_nuclear,501953
2020-04-01,czech_republic,fossil,2082339
2020-04-01,czech_republic,nuclear,1522431
2020-04-01,czech_republic,other,64277
2020-04-01,czech_republic,renewable_ex_nuclear,1046963
2020-04-01,denmark,fossil,458815
2020-04-01,denmark,renewable_ex_nuclear,1386554
2020-04-01,estonia,fossil,104876
2020-04-01,estonia,renewable_ex_nuclear,122960
2020-04-01,finland,fossil,756211
2020-04-01,finland,nuclear,1665927
2020-04-01,finland,other,42989
2020-04-01,finland,renewable_ex_nuclear,1997051
2020-04-01,france,fossil,639807
2020-04-01,france,nuclear,22930865
2020-04-01,france,renewable_ex_nuclear,8177001
2020-04-01,germany,fossil,8425607
2020-04-01,germany,nuclear,4072645.5
2020-04-01,germany,other,208950.75
2020-04-01,germany,renewable_ex_nuclear,19567844
2020-04-01,greece,fossil,1261765
2020-04-01,greece,renewable_ex_nuclear,1020684
2020-04-01,hungary,fossil,542978.5
2020-04-01,hungary,nuclear,1192251.75
2020-04-01,hungary,other,38931
2020-04-01,hungary,renewable_ex_nuclear,311717.25
2020-04-01,ireland,fossil,1050771.5
2020-04-01,ireland,other,1370
2020-04-01,ireland,renewable_ex_nuclear,589018
2020-04-01,italy,fossil,6490985
2020-04-01,italy,other,1286112
2020-04-01,italy,renewable_ex_nuclear,7220850
2020-04-01,latvia,fossil,53466
2020-04-01,latvia,other,44347
2020-04-01,latvia,renewable_ex_nuclear,227909
2020-04-01,lithuania,fossil,53490
2020-04-01,lithuania,other,10183
2020-04-01,lithuania,renewable_ex_nuclear,216906
2020-04-01,luxembourg,fossil,18616.5
2020-04-01,luxembourg,renewable_ex_nuclear,61516.5
2020-04-01,montenegro,fossil,9844
2020-04-01,montenegro,renewable_ex_nuclear,53662
2020-04-01,netherlands,fossil,3979086.5
2020-04-01,netherlands,nuclear,300707.75
2020-04-01,netherlands,other,1780836.25
2020-04-01,netherlands,renewable_ex_nuclear,522179
2020-04-01,north_macedonia,fossil,183354
2020-04-01,north_macedonia,renewable_ex_nuclear,79506
2020-04-01,norway,fossil,222270
2020-04-01,norway,other,24811
2020-04-01,norway,renewable_ex_nuclear,10614114
2020-04-01,poland,fossil,7364375
2020-04-01,poland,renewable_ex_nuclear,1478675
2020-04-01,portugal,fossil,506842
2020-04-01,portugal,other,17748
2020-04-01,portugal,renewable_ex_nuclear,2487860
2020-04-01,republic_of_moldova,fossil,334897
2020-04-01,republic_of_moldova,renewable_ex_nuclear,14698
2020-04-01,romania,fossil,881526
2020-04-01,romania,nuclear,880309
2020-04-01,romania,renewable_ex_nuclear,1705447
2020-04-01,serbia,fossil,1597288
2020-04-01,serbia,other,12470
2020-04-01,serbia,renewable_ex_nuclear,592949
2020-04-01,slovakia,fossil,279852
2020-04-01,slovakia,nuclear,1037337
2020-04-01,slovakia,other,79428
2020-04-01,slovakia,renewable_ex_nuclear,433709
2020-04-01,slovenia,fossil,193543
2020-04-01,slovenia,nuclear,430266
2020-04-01,slovenia,renewable_ex_nuclear,305658
2020-04-01,spain,fossil,3439626
2020-04-01,spain,nuclear,3508659
2020-04-01,spain,other,32307
2020-04-01,spain,renewable_ex_nuclear,8057207
2020-04-01,sweden,nuclear,3442057
2020-04-01,sweden,other,400293
2020-04-01,sweden,renewable_ex_nuclear,7594115
2020-04-01,switzerland,nuclear,1746443
2020-04-01,switzerland,renewable_ex_nuclear,1195632
2020-05-01,austria,fossil,134697.75
2020-05-01,austria,other,13728
2020-05-01,austria,renewable_ex_nuclear,4203798
2020-05-01,belgium,fossil,1437810
2020-05-01,belgium,nuclear,2546198
2020-05-01,belgium,other,361704
2020-05-01,belgium,renewable_ex_nuclear,1465008
2020-05-01,bosnia_herzegovina,fossil,651979
2020-05-01,bosnia_herzegovina,renewable_ex_nuclear,133737
2020-05-01,bulgaria,fossil,883078
2020-05-01,bulgaria,nuclear,798753
2020-05-01,bulgaria,renewable_ex_nuclear,603079
2020-05-01,croatia,fossil,179864
2020-05-01,croatia,renewable_ex_nuclear,541001
2020-05-01,czech_republic,fossil,1805078
2020-05-01,czech_republic,nuclear,2131671
2020-05-01,czech_republic,other,66137
2020-05-01,czech_republic,renewable_ex_nuclear,908474
2020-05-01,denmark,fossil,431798
2020-05-01,denmark,renewable_ex_nuclear,1368909
2020-05-01,estonia,fossil,111038
2020-05-01,estonia,renewable_ex_nuclear,103719
2020-05-01,finland,fossil,525384
2020-05-01,finland,nuclear,1331109
2020-05-01,finland,other,38523
2020-05-01,finland,renewable_ex_nuclear,1955347
2020-05-01,france,fossil,1233241
2020-05-01,france,nuclear,20617320
2020-05-01,france,renewable_ex_nuclear,9534352
2020-05-01,germany,fossil,9125965.75
2020-05-01,germany,nuclear,3599300.25
2020-05-01,germany,other,211168.25
2020-05-01,germany,renewable_ex_nuclear,17815200.5
2020-05-01,greece,fossil,1321911
2020-05-01,greece,renewable_ex_nuclear,883859
2020-05-01,hungary,fossil,517801.5
2020-05-01,hungary,nuclear,1077212
2020-05-01,hungary,other,40800.5
2020-05-01,hungary,renewable_ex_nuclear,307256
2020-05-01,ireland,fossil,892222.5
2020-05-01,ireland,other,1042
2020-05-01,ireland,renewable_ex_nuclear,666068.5
2020-05-01,italy,fossil,6343805
2020-05-01,italy,other,1192446
2020-05-01,italy,renewable_ex_nuclear,8716340
2020-05-01,latvia,fossil,108126
2020-05-01,latvia,other,41090
2020-05-01,latvia,renewable_ex_nuclear,216461
2020-05-01,lithuania,fossil,93812
2020-05-01,lithuania,other,8298
2020-05-01,lithuania,renewable_ex_nuclear,182897
2020-05-01,luxembourg,fossil,19803.25
2020-05-01,luxembourg,renewable_ex_nuclear,57349.25
2020-05-01,montenegro,renewable_ex_nuclear,50940
2020-05-01,netherlands,fossil,5026623.25
2020-05-01,netherlands,nuclear,260300.75
2020-05-01,netherlands,other,1972323
2020-05-01,netherlands,renewable_ex_nuclear,484554.5
2020-05-01,north_macedonia,fossil,142981
2020-05-01,north_macedonia,renewable_ex_nuclear,74340
2020-05-01,norway,fossil,168834
2020-05-01,norway,other,24851
2020-05-01,norway,renewable_ex_nuclear,9898528
2020-05-01,poland,fossil,7298495
2020-05-01,poland,renewable_ex_nuclear,1441566
2020-05-01,portugal,fossil,781706
2020-05-01,portugal,other,16281
2020-05-01,portugal,renewable_ex_nuclear,1924476
2020-05-01,republic_of_moldova,fossil,319498
2020-05-01,republic_of_moldova,renewable_ex_nuclear,22756
2020-05-01,romania,fossil,789497
2020-05-01,romania,nuclear,875460
2020-05-01,romania,renewable_ex_nuclear,1601834
2020-05-01,serbia,fossil,1382692
2020-05-01,serbia,other,9348
2020-05-01,serbia,renewable_ex_nuclear,615133
2020-05-01,slovakia,fossil,277817
2020-05-01,slovakia,nuclear,1012673
2020-05-01,slovakia,other,67319
2020-05-01,slovakia,renewable_ex_nuclear,426483
2020-05-01,slovenia,fossil,175513
2020-05-01,slovenia,nuclear,430917
2020-05-01,slovenia,renewable_ex_nuclear,419782
2020-05-01,spain,fossil,3670120
2020-05-01,spain,nuclear,2583753
2020-05-01,spain,other,31808
2020-05-01,spain,renewable_ex_nuclear,8283573
2020-05-01,sweden,nuclear,2846972
2020-05-01,sweden,other,380936
2020-05-01,sweden,renewable_ex_nuclear,6527654
2020-05-01,switzerland,nuclear,1668541
2020-05-01,switzerland,renewable_ex_nuclear,1481235
2020-06-01,austria,fossil,146707.25
2020-06-01,austria,other,13728
2020-06-01,austria,renewable_ex_nuclear,4583155
2020-06-01,belgium,fossil,1950041
2020-06-01,belgium,nuclear,1866876
2020-06-01,belgium,other,321013
2020-06-01,belgium,renewable_ex_nuclear,1332129
2020-06-01,bosnia_herzegovina,fossil,590267
2020-06-01,bosnia_herzegovina,renewable_ex_nuclear,220177
2020-06-01,bulgaria,fossil,855154
2020-06-01,bulgaria,nuclear,1322825
2020-06-01,bulgaria,renewable_ex_nuclear,529460
2020-06-01,croatia,fossil,275596
2020-06-01,croatia,renewable_ex_nuclear,482267
2020-06-01,czech_republic,fossil,2096974
2020-06-01,czech_republic,nuclear,2023885
2020-06-01,czech_republic,other,64728
2020-06-01,czech_republic,renewable_ex_nuclear,866745
2020-06-01,denmark,fossil,386818
2020-06-01,denmark,renewable_ex_nuclear,936743
2020-06-01,estonia,fossil,176717
2020-06-01,estonia,renewable_ex_nuclear,95261
2020-06-01,finland,fossil,440548
2020-06-01,finland,nuclear,1551396
2020-06-01,finland,other,77438
2020-06-01,finland,renewable_ex_nuclear,1578554
2020-06-01,france,fossil,2295473
2020-06-01,france,nuclear,18343430
2020-06-01,france,renewable_ex_nuclear,8614293
2020-06-01,germany,fossil,11386135.75
2020-06-01,germany,nuclear,4033429
2020-06-01,germany,other,168663
2020-06-01,germany,renewable_ex_nuclear,15925284
2020-06-01,greece,fossil,1499216
2020-06-01,greece,renewable_ex_nuclear,985707
2020-06-01,hungary,fossil,674030.5
2020-06-01,hungary,nuclear,966070.25
2020-06-01,hungary,other,38798.75
2020-06-01,hungary,renewable_ex_nuclear,299120.75
2020-06-01,ireland,fossil,872457
2020-06-01,ireland,other,1661.5
2020-06-01,ireland,renewable_ex_nuclear,652398.5
2020-06-01,italy,fossil,8291360
2020-06-01,italy,other,1145008
2020-06-01,italy,renewable_ex_nuclear,8977090
2020-06-01,latvia,fossil,197214
2020-06-01,latvia,other,33645
2020-06-01,latvia,renewable_ex_nuclear,177300
2020-06-01,lithuania,fossil,175927
2020-06-01,lithuania,other,11293
